Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
21037030,LIBANO EL [21037030],Limnimétrica,Convencional,Suspendida,Huila,Suaza,"(1.91666667, -75.8)",1200,1985-07-15,2000-12-15,Area Operativa 04 - Huila-Caquetá,Gallardo,Magdalena Cauca,Alto Magdalena,Río Suaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21030030,RESINA [21030030],Pluviométrica,Convencional,Suspendida,Huila,Guadalupe (Huila),"(1.91666667, -75.7)",1915,1958-11-15,1971-08-15,Area Operativa 04 - Huila-Caquetá,Gallardo,Magdalena Cauca,Alto Magdalena,Río Suaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47010230,SANTA ISABEL [47010230],Pluviométrica,Convencional,Activa,Nariño,Pasto,"(0.99016667, -77.15736111)",2719,1989-05-15,,Area Operativa 07 - Nariño-Putumayo,Guamues,Amazonas,Putumayo,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
42070030,VILLAFATIMA [42070030],Pluviométrica,Convencional,Activa,Vaupes,Mitú,"(0.99372222, -69.91069444)",175,1984-04-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Guamues,Amazonas,Vaupes,Bajo Vaupés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52055200,FUNES [52055200],Climática Ordinaria,Convencional,Activa,Nariño,Funes,"(1.00422222, -77.44580556)",2181,2009-09-01,,Area Operativa 07 - Nariño-Putumayo,Guamues,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52057010,PILCUAN [52057010],Limnigráfica,Automática con Telemetría,Activa,Nariño,Imués,"(1.02177778, -77.47280556)",1780,1979-10-15,,Area Operativa 07 - Nariño-Putumayo,Guaitara,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44010110,PUERTO LIMON [44010110],Pluviométrica,Convencional,Activa,Putumayo,Mocoa,"(1.02680556, -76.54152778)",430,1984-09-15,,Area Operativa 07 - Nariño-Putumayo,Guaitara,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44017110,ANDAQUI  - AUT [44017110],Limnigráfica,Automática con Telemetría,Activa,Putumayo,Mocoa,"(1.05091667, -76.54888889)",460,1983-04-14 19:00,,Area Operativa 07 - Nariño-Putumayo,Caqueta,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44015010,VILLAGARZON [44015010],Agrometeorológica,Convencional,Activa,Putumayo,Villagarzón,"(1.03425, -76.61925)",440,1964-08-15,,Area Operativa 07 - Nariño-Putumayo,Guaitara,Amazonas,Putumayo,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050090,IMUES [52050090],Pluviométrica,Convencional,Activa,Nariño,Imués,"(1.05525, -77.49955556)",2550,1957-01-15,,Area Operativa 07 - Nariño-Putumayo,Caqueta,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
42080020,QUERARI [42080020],Pluviométrica,Convencional,Activa,Vaupes,Mitú,"(1.07394444, -69.84394444)",172,1984-04-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Caqueta,Amazonas,Vaupes,Bajo Vaupés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050080,TANGUA [52050080],Pluviométrica,Convencional,Activa,Nariño,Tangua,"(1.09416667, -77.39197222)",2420,1957-01-15,,Area Operativa 07 - Nariño-Putumayo,Caqueta,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050060,RIO BOBO [52050060],Pluviométrica,Convencional,Activa,Nariño,Pasto,"(1.0995, -77.29972222)",364,1965-01-15,,Area Operativa 07 - Nariño-Putumayo,Caqueta,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44050010,SAN ANTONIO GETUCH [44050010],Pluviométrica,Convencional,Activa,Caquetá,Milán,"(1.09961111, -75.40033333)",250,1984-08-15,,Area Operativa 04 - Huila-Caquetá,Caqueta,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050070,TUQUERRES [52050070],Pluviométrica,Convencional,Suspendida,Nariño,Túquerres,"(1.1, -77.6)",3104,1958-01-15,1987-02-15,Area Operativa 07 - Nariño-Putumayo,Caqueta,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52055090,SINDAGUA [52055090],Climática Principal,Convencional,Activa,Nariño,Tangua,"(1.10758333, -77.38936111)",2800,1987-07-15,,Area Operativa 07 - Nariño-Putumayo,Putumayo,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
42050020,MANDI [42050020],Pluviométrica,Convencional,Activa,Vaupes,Mitú,"(1.1, -70.73)",190,1984-04-15,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Amazonas,Vaupes,Bajo Vaupés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47017100,CANAL B [47017100],Limnimétrica,Convencional,Activa,Putumayo,Santiago (Putumayo),"(1.11638889, -76.97888889)",265,1977-02-15,,Area Operativa 07 - Nariño-Putumayo,Quinchoa,Amazonas,Putumayo,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21010220,MORELIA [21010220],Pluviométrica,Convencional,Activa,Huila,Saladoblanco,"(2.06588889, -76.185)",1625,1980-05-15,,Area Operativa 04 - Huila-Caquetá,Quinchoa,Magdalena Cauca,Alto Magdalena,Ríos Directos al Magdalena (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52010180,PATIA [52010180],Pluviométrica,Convencional,Activa,Cauca,Patía (El Bordo),"(2.06863889, -77.05286111)",680,1994-11-15,,Area Operativa 07 - Nariño-Putumayo,Quinchoa,Pacifico,Patía,Río Patia Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44040020,BELEN DE ANDAQUIES [44040020],Pluviométrica,Convencional,Activa,Caquetá,Belén De Los Andaquíes,"(1.41952778, -75.87072222)",300,1990-03-15,,Area Operativa 04 - Huila-Caquetá,Cristal,Amazonas,Caquetá,Río Pescado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44010130,VILLALOBOS [44010130],Pluviométrica,Convencional,Activa,Cauca,Santa Rosa (Cauca),"(1.42833333, -76.47886111)",841,1997-07-15,,Area Operativa 07 - Nariño-Putumayo,Cristal,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52047040,PROVIDENCIA [5204704],Limnigráfica,Convencional,Activa,Nariño,Chachaguí,"(1.43194444, -77.30055556)",1250,1988-07-15,,Area Operativa 07 - Nariño-Putumayo,Pasto,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44017140,BETANIA-VILLALOBOS [44017140],Limnigráfica,Automática con Telemetría,Activa,Cauca,Santa Rosa (Cauca),"(1.43275, -76.47886111)",857,1997-07-15,,Area Operativa 07 - Nariño-Putumayo,Villalobos,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050010,PENOL EL [52050010],Pluviométrica,Convencional,Activa,Nariño,El Peñol,"(1.45444444, -77.43944444)",1620,1965-09-15,,Area Operativa 07 - Nariño-Putumayo,Cascabel,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52050170,AGROYACO [5205017],Pluviométrica,Convencional,Suspendida,Nariño,El Tambo (Nariño),"(1.11666667, -77.33333333)",2600,1966-05-15,1969-08-15,Area Operativa 07 - Nariño-Putumayo,Quinchoa,Pacifico,Patía,Río Guáitara,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52025070,VOLCAN SOTARA [52025070],Climática Principal,Automática con Telemetría,Suspendida,Cauca,Sotará (Paispamba),"(2.06633333, -76.62877778)",3386,2007-08-31,2010-09-29,Area Operativa 07 - Nariño-Putumayo,Quinchoa,Pacifico,Patía,Río Guachicono,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21025010,ALTAMIRA [21025010],Climática Ordinaria,Convencional,Suspendida,Huila,Altamira,"(2.06666667, -75.8)",180,1932-05-15,1950-11-15,Area Operativa 04 - Huila-Caquetá,Quinchoa,Magdalena Cauca,Alto Magdalena,Río Timaná y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21025020,ALTAMIRA [21025020],Climática Ordinaria,Convencional,Suspendida,Huila,Altamira,"(2.06666667, -75.8)",1352,1971-03-15,1995-11-30,Area Operativa 04 - Huila-Caquetá,Quinchoa,Magdalena Cauca,Alto Magdalena,Río Timaná y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21020020,ALTAMIRA [21020020],Pluviométrica,Convencional,Suspendida,Huila,Altamira,"(2.06666667, -75.8)",180,1958-12-15,1971-08-15,Area Operativa 04 - Huila-Caquetá,Quinchoa,Magdalena Cauca,Alto Magdalena,Río Timaná y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44017150,CASCABEL [44017150],Limnimétrica,Convencional,Suspendida,Putumayo,Mocoa,"(1.45138889, -76.645)",701,1997-07-15,2010-08-11,Area Operativa 07 - Nariño-Putumayo,Cascabel,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44037080,MORELIA  - AUT [44037080],Limnigráfica,Automática con Telemetría,Activa,Caquetá,Morelia,"(1.49733333, -75.72497222)",253,1971-03-14 19:00,,Area Operativa 04 - Huila-Caquetá,Bodoquero,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52040160,BERRUECOS [5204016],Pluviométrica,Convencional,Activa,Nariño,Arboleda (Berruecos),"(1.50527778, -77.13530556)",2200,1980-03-15,,Area Operativa 07 - Nariño-Putumayo,Bodoquero,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44037100,ITARCA [44037100],Limnigráfica,Convencional,Activa,Caquetá,Montañita,"(1.52772222, -75.48172222)",236,1971-03-15,,Area Operativa 04 - Huila-Caquetá,San Pedro,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52060040,VERGEL EL [52060040],Pluviométrica,Convencional,Activa,Nariño,La Llanada,"(1.52916667, -77.64169444)",1770,1983-09-15,,Area Operativa 07 - Nariño-Putumayo,San Pedro,Pacifico,Patía,Río Telembí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52067030,VERGEL EL [52067030],Limnigráfica,Automática con Telemetría,Activa,Nariño,Los Andes (Sotomayor),"(1.52972222, -77.64694444)",1240,1984-09-15,,Area Operativa 07 - Nariño-Putumayo,Saspi,Pacifico,Patía,Río Telembí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52045030,SAN BERNARDO [52045030],Climática Ordinaria,Convencional,Activa,Nariño,San Bernardo (Nariño),"(1.53872222, -77.03261111)",2190,1972-09-15,,Area Operativa 07 - Nariño-Putumayo,Saspi,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52045040,TAMINANGO [52045040],Climática Ordinaria,Convencional,Activa,Nariño,Taminango,"(1.54916667, -77.2675)",1875,1972-10-15,,Area Operativa 07 - Nariño-Putumayo,Saspi,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44037050,VENECIA [44037050],Limnigráfica,Convencional,Activa,Caquetá,Florencia (Caquetá),"(1.56311111, -75.52930556)",520,1971-02-15,,Area Operativa 04 - Huila-Caquetá,Orteguaza,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21010240,VILLALOBOS TV [21010240],Pluviométrica,Convencional,Suspendida,Huila,Pitalito,"(1.53333333, -76.23333333)",2270,1980-05-15,2005-07-15,Area Operativa 04 - Huila-Caquetá,Saspi,Amazonas,Caquetá,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44030070,MARACAIBO [44030070],Pluviométrica,Convencional,Suspendida,Caquetá,Florencia (Caquetá),"(1.53333333, -75.4)",265,1984-08-15,2005-07-15,Area Operativa 04 - Huila-Caquetá,Saspi,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52030080,TAMINANGO [52030080],Pluviométrica,Convencional,Suspendida,Nariño,Taminango,"(1.55, -77.28333333)",1680,1965-09-15,2008-03-31,Area Operativa 07 - Nariño-Putumayo,Saspi,Pacifico,Patía,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
51025040,MIRA EL GRANJA [51025040],Radio Sonda,Convencional,Suspendida,Nariño,Tumaco,"(1.56666667, -78.68333333)",16,1974-03-15,1987-03-15,Area Operativa 07 - Nariño-Putumayo,Orteguaza,Pacifico,Mira,Río Rosario,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48015060,PNN AMACAYACU - AUT [48015060],Meteorológica Especial,Automática con Telemetría,Suspendida,Amazonas,Puerto Nariño,"(-3.80219444, -70.66197778)",330,2016-12-30 19:00,2019-05-03 10:01,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52027010,GUACHICONO [52027010],Limnigráfica,Automática con Telemetría,Activa,Cauca,Bolívar (Cauca),"(2.04638889, -77.00305556)",720,1992-08-15,,Area Operativa 07 - Nariño-Putumayo,Guachicono,Pacifico,Patía,Río Guachicono,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52020010,GUACHICONO [52020010],Pluviométrica,Convencional,Activa,Cauca,Bolívar (Cauca),"(2.04638889, -77.00305556)",720,1971-03-15,,Area Operativa 07 - Nariño-Putumayo,Guachicono,Pacifico,Patía,Río Guachicono,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21027010,PERICONGO [21027010],Limnigráfica,Convencional,Activa,Huila,Altamira,"(2.05316667, -75.85188889)",839,1980-06-15,,Area Operativa 04 - Huila-Caquetá,Magdalena,Magdalena Cauca,Alto Magdalena,Río Timaná y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48015050,AEROPUERTO VASQUEZ COBO [48015050],Sinóptica Principal,Automática con Telemetría,Activa,Amazonas,Leticia,"(-4.19386111, -69.94091667)",84,2009-07-22,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48017030,NAZARETH [48017030],Limnigráfica,Convencional,Activa,Amazonas,Leticia,"(-4.12019444, -70.03608333)",119,1987-11-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48015030,PARQUE AMACAYACU [48015030],Climática Ordinaria,Convencional,Suspendida,Amazonas,Leticia,"(-3.81913889, -70.26088889)",82,1992-11-15,2018-08-16 14:18,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47107010,TARAPACA [47107010],Limnigráfica,Convencional,Activa,Amazonas,Tarapacá,"(-2.89472222, -69.73555556)",98,1986-05-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Putumayo,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47107030,SANTA LUCIA [47107030],Limnimétrica,Convencional,Activa,Amazonas,Tarapacá,"(-2.86480556, -69.83169444)",72,1994-08-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Cotuhe,Amazonas,Putumayo,Río Cotuhe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44037110,BOCATOMA N 2 [44037110],Limnimétrica,Convencional,Suspendida,Caquetá,El Paujil,"(1.56666667, -75.28333333)",470,1973-03-15,1977-10-15,Area Operativa 04 - Huila-Caquetá,Paujil,Amazonas,Caquetá,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48017040,BOCAS DEL ATACUARI [48017040],Limnimétrica,Convencional,Suspendida,Amazonas,Puerto Nariño,"(-3.83519444, -70.62561111)",93,1989-03-15,2010-11-29,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Atacuari,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48017070,PARQUE AMACAYACU [48017070],Limnimétrica,Convencional,Suspendida,Amazonas,Leticia,"(-3.81872222, -70.26066667)",82,1992-11-15,2011-09-20,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
48017020,PUERTO NARINO [48017020],Limnimétrica,Convencional,Suspendida,Amazonas,Puerto Nariño,"(-3.78238889, -70.36430556)",80,1987-02-15,2011-09-20,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas,Amazonas - Directos,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47090010,GAUDENCIO [47090010],Pluviométrica,Convencional,Suspendida,Amazonas,Tarapacá,"(-2.48333333, -70.3)",115,1986-05-15,1994-03-15,Area Operativa 07 - Nariño-Putumayo,Cotuhe,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47087030,TROMPETEROS [47087030],Limnimétrica,Convencional,Suspendida,Amazonas,Puerto Arica,"(-2.26727778, -71.51497222)",90,2007-08-23 19:00,2019-03-28 4:50,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Putumayo,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47067020,ESTRECHO-MARANDUA [47067020],Limnimétrica,Convencional,Activa,Amazonas,Puerto Arica,"(-2.44397222, -72.67277778)",120,1986-04-15,,Area Operativa 07 - Nariño-Putumayo,Putumayo,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47057010,SAN RAFAEL [47057010],Limnimétrica,Convencional,Activa,Amazonas,El Encanto,"(-1.68866667, -73.23975)",125,1986-04-15,,Area Operativa 07 - Nariño-Putumayo,Cara Parana,Amazonas,Putumayo,Río Cará-Paraná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47040050,SAN AGUSTIN [47040050],Pluviométrica,Convencional,Activa,Amazonas,El Encanto,"(-1.61069444, -73.48483333)",125,1986-04-15,,Area Operativa 07 - Nariño-Putumayo,Cara Parana,Amazonas,Putumayo,Río Putumayo Directos (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47047040,SAN AGUSTIN [47047040],Limnimétrica,Convencional,Activa,Amazonas,El Encanto,"(-1.61002778, -73.48552778)",125,1986-04-15,,Area Operativa 07 - Nariño-Putumayo,Putumayo,Amazonas,Putumayo,Río Putumayo Directos (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26120180,ALAMBRADO EL-ALERT [26120180],Pluviométrica,Convencional,Activa,Valle del Cauca,Zarzal,"(4.40930556, -75.87533333)",171,1977-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
2403000118,PM LA LAGUNA,Pluviométrica,Automática con Telemetría,Activa,Boyacá,Guacamayas,"(6.44716667, -72.49769444)",2786,,,Area Operativa 06 - Boyacá-Casanare-Vichada,0,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23197090,SAN ALBERTO [23197090],Limnimétrica,Convencional,Suspendida,Santander,Rionegro (Santander),"(7.51666667, -73.51666667)",330,1979-11-15,2018-06-19 10:49,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26197030,REMOLINO EL [26197030],Limnigráfica,Automática sin Telemetría,Suspendida,Antioquia,Pueblorrico,"(5.85641667, -75.9145)",1600,1971-09-14 19:00,2019-08-22 10:50,Area Operativa 01 - Antioquia-Chocó,San Juan,Magdalena Cauca,Cauca,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
2403700148,PUENTE CASIANO - AUT [2403700148],Limnigráfica,Automática con Telemetría,En Mantenimiento,Boyacá,Chiscas,"(6.5704, -72.4703)",2607,2019-07-21 19:00,,Area Operativa 06 - Boyacá-Casanare-Vichada,1253,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13077040,LA DOCTRINA[13077040],Limnimétrica,Convencional,Activa,Córdoba,Lorica,"(9.29722222, -75.89277778)",20,1963-06-14 19:00,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Sinu,Caribe,Sinú,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29045180,LAS FLORES - AUT [29045180],Climática Principal,Automática con Telemetría,Suspendida,Atlantico,Barranquilla,"(11.03936111, -74.81975)",2,2006-08-30 19:00,2019-08-23 6:21,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23060200,SUPATA [23060200],Pluviométrica,Convencional,Activa,Cundinamarca,Supata,"(5.05969444, -74.23916667)",1798,1974-09-14 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Medio Magdalena,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47100010,TARAPACA [47100010],Pluviométrica,Convencional,Activa,Amazonas,Tarapacá,"(-2.89472222, -69.73569444)",100,1986-05-14 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Putumayo,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
44017100,ANGOSTURAS - RÍO PUTUMAYO [44017100],Limnigráfica,Convencional,Suspendida,Putumayo,Puerto Asís,"(0.39541667, -76.33613889)",200,1981-06-14 19:00,2019-08-23 6:29,Area Operativa 07 - Nariño-Putumayo,Putumayo,Amazonas,Putumayo,Río Putumayo Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
25025240,MAJAGUAL,Climática Principal,Convencional,Activa,Sucre,Majagual,"(8.54269444, -74.62733333)",26,1974-11-14 19:00,,Area Operativa 02 - Atlántico-Bolivar-Sucre,0,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11147020,BAJIRA [11147020],Limnigráfica,Convencional,Suspendida,Chocó,Riosucio (Choco),"(7.36844444, -76.72727778)",2,1990-09-14 19:00,2019-08-22 11:06,Area Operativa 01 - Antioquia-Chocó,Bajira,Caribe,Atrato - Darién,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53070030,PUERTO LOPEZ [53070030],Pluviométrica,Convencional,Activa,Cauca,López,"(2.84527778, -77.24897222)",80,1960-04-14 19:00,,Area Operativa 07 - Nariño-Putumayo,0,Pacifico,Tapaje - Dagua - Directos,Río San Juan del Micay,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47060010,EL ENCANTO [47060010],Pluviométrica,Convencional,Activa,Amazonas,El Encanto,"(-1.77155556, -73.19713889)",120,1986-04-14 19:00,,Area Operativa 07 - Nariño-Putumayo,Putumayo,Amazonas,Putumayo,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47010220,EL PICUDO [47010220],Pluviométrica,Convencional,Activa,Putumayo,Orito,"(0.48972222, -76.83627778)",385,1985-11-14 19:00,,Area Operativa 07 - Nariño-Putumayo,Guamues,Amazonas,Putumayo,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
47100020,SANTA LUCIA [47100020],Pluviométrica,Convencional,Activa,Amazonas,Tarapacá,"(-2.86480556, -69.83169444)",72,1994-08-14 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Cotuhe,Amazonas,Putumayo,Río Cotuhe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
